"Kuka oli Ranskan kuningas, kun Ranskan vallankumous alkoi vuonna 1789?",Ludvig XVI (hyväksytään myös Louis)
Göstä Sundqvist oli Leevi and the Leavings yhtyeen laulaja. Minkä ikäiseksi hän eli?,46 vuotiaaksi
"taf on itsenäinen säätiö, joka nostaa esiin ihmisten elämänlaatua parantavia ja kestävää kehitystä edistäviä",
innovaatioita sekä kannustaa nuoria teknologia-alolille Mistä taf on lyhenne?,technology academy finland
Nimeä kaikki Spice Girls -bändin jäsenet heidän bändinimillään?,"Baby Spice, Ginger Spice, Sporty Spice, Posh Spice ja Scary Spice"
Kuka on eniten tienannut suomalainen e-sports -pelaaja?,Lasse Urpalainen
Kuka jalkapalloilija on ainoana pelaajana voittanut jalkapallon MM-kultaa kolme kertaa?,Pelé
Mitä mitataan anemometrillä,Tuulen nopeutta
"Miten jatkuu sananalasku ""ken kuuseen kurkottaa...""?","""... se katajaan kapsahtaa."""
"Mihin viitataan sanoilla ""the final frontier""?",Avaruuteen
Mikä on Carrom?,"Pöytäpeli, koronan ja biljardin sukulainen"
Kuinka monta kosketinta on nykyaikaisessa pianossa?,88
Kuinka monta aaria on yhdessä neliökilometrissä?,10 000
Mitä brontofobiasta kärsivä ihminen mahtaa pelätä?,Ukkosta
Mikä elokuva on tuottanut toiseksi eniten lipputuloja koko maailmassa?,Titanic
"Ville Ritola, Hannes Kolehmainen sekä Paavo Nurmi kulki jokainen aikanaan",
"nimellä ""Lentävä Suomalainen"". Kuka heistä on alkuperäinen lentävä suomalainen?",Hannes Kolehmainen
Kenen Suomalaisen henkilön kuva oli viimeisen markkasetelisarjan 500 markan setelissä? ,Elias Lönnrot
Mitä mitataan seismografilla?,"Maanjäristyksiä, seismistä toimintaa"
Mitä on nappa?,nahkaa
"Moni on varmasti kuullut tarinoita Monte Criston kreivistä, mutta mikä on Monte Cristo?",Italialainen saari
Mitä tarkoittaa pontifikaati? a) Paavin kautta b) Moskeijan syvennystä c) Islamin paastoa,a)
Missä maassa sijaitsee Apenniinit?,Italiassa
Missä maassa sijaitsee maailman suurin makean veden järvi?,USA/Kanada
Kuka James Bond näyttelijöistä on näytellyt James Bondia vain kerran?,"George Lazenby, (David Niven)"
Luettele kaikki nykyaikaisen viisiottelun lajit,"Maastojuoksu, ammunta, esteratsastus, vapaauinti, miekkailu"
"Kuka seuraavista ei ole voittanut Oscar-palkintoa? a) Jared Leto, b) Gary Oldman, c) Leonardo DiCaprio, d) Eminem",b)
Mitä tyylisuuntaa Parthenon edustaa?,Doorilaista tyyliä
Kenen kirjailijan luoma Dracula on?,Bram Stoker
Minä vuonna Teräsmies esiintyi ensimmäisen kerran sarjakuvissa?,1938
Muusikoiden keskuudessa 27-kerho on surullisen kuuluisa. Kuka seuraavista muusikoista ei kuulu,
"kyseiseen kerhoon? a) Kurt Cobain, b) Jimi Hendrix, c) Randy Rhoads, d) Robert Johnson",c)
Mikä on Dannyn oikea nimi?,Ilkka Lipsanen
Mikä on Irwin Goodmanin oikea nimi?,Antti Hammarberg
Mikä on Michael Monroen oikea nimi?,Matti Fagerholm
Kenen säveltäjän sävellys on Sapelitanssi?,Aram Hatšaturjan
Millä maalla on eniten F1 mestaruuksia?,Iso-britannia
Kuinka monta nuottia sisältyy kromaattiseen sävelasteikkoon?,12
Kuka on kaikkien aikojen pisin suomalainen?,Väinö Myllyrinne
Kenen suomalaisen kuuluisan urheiluvaikuttajan toimesta hiihtoloma lopulta otettiin käyttöön,
kouluissa 1933?,"Lauri ""Tahko"" Pihkala"
Minkä maalainen oli maailman vanhimmaksi todistettavasti elänyt ihminen?,Ranskalainen
"Kirjoita lista loppuun: Do, Re, Mi...","Fa, So, La, Ti"
Millä antiikin kansalla oli ensimmäisenä käytössä sotalaivasto?,Foinikialaisilla
Kuinka monta kierrosta ajetaan kuuluisassa Indianapolis 500 -moottoriurheilukilpailussa?,200
"Miksi kutsutaan tenniksessä saavutusta, jossa sama pelaaja voittaa saman kauden kaikki neljä suurinta turnausta?",Grand Slam
,
"Kuka diktaattori antoi iteselleen liikanimen ""Ajatusten Tonava""?",Nicolae Ceaușescu
Kenellä historian henkilöllä oli pinta-alaltaan suurin henkilökohtaisesti omistettu alue?,Belgian kuningas Leopold II
,
Mistä maasta nykyinen paavi Franciscus on kotoisin?,Argentiinasta
Minä vuonna South Park -animaatiosarjaa aloitettiin esittää televisiossa Yhdysvalloissa?,1997
Mikä Suomen yli 100 000 asukkaan kaupungeista on pinta-alaltaan suurin?,Kuopio
Mikä tulee olemaan Tampereen raitiotien ensimmäisenä valmistuvan osan läntinen päätepysäkki?,Pyynikintori
Kuka maalasi sikstuksen kappelin kattofreskon?,Michelangelo
Millä artistinimellä Ville Virtanen paremmin tunnetaan?,Darude
Mikä suosittu Välimeren matkakohde tunnettiin ennen nimellä Ragusa?,Dubrovnik
Mikä maa julistautui vuonna 1970 ensimmäisenä maailmassa täysin sähköistetyksi?,Albania
Game of Thronesin viimeinen kausi esitetään HBO:lla ensi vuonna (2019). Montako jaksoa sarjassa tulee kaiken kaikkiaan olemaan sen loputtua ?,73
Kuka oli Suomen nuorin presidentti astuessaan virkaan?,Lauri Kristian Relander
Mille karjaeläimelle myskihärkä on läheisintä sukua?,Lampaalle/vuohelle
Millä lempinimellä Greyn Anatomia -sarjan neurokirurgi Derek Shepherd tunnettiin?,McDreamy
"Minkä niminen on Norjan Alkoa vastaava kauppa, jossa myydään vahvempia alkoholituotteita?",Vinmonopolet
"Mikä on Suomen suurin kaupunki, jossa on enemmistö ruotsinkielisiä?",Raasepori
Missä Suomen kunnassa tai kaupungissa on eniten kesämökkejä?,Mikkelissä
"Kuka oli ensimmäinen suomalainen, joka ajoi Ferrarin F1-autoa?","JJ Lehto, Jyrki Järvilehto"
Mikä alkoholijuoma lanseerattiin markkinoille Helsingin olympialaisten yhteydessä?,Lonkero
"Mikä on ainut Nobel-palkintokategoria, jossa Yhdysvalloilla ei ole kärkisijaa voittajien lukumäärässä?",Kirjallisuus
Mikä on triptyykki?,"Usein kirkollinen, kolmiosainen maalaus tai alttarin läheisyyteen tehty rakennelma"
Mikä on gobeliini?,käsin kudottu seinävaate
Mihin napoleon I on haudattu?,Pariisin invalidikirkkoon
"Mitä muuta, suomenkielistä, nimitystä käytetään Raynaud'n ilmiöstä?",valkosormisuus
"Moni muistaa Disneyn klassikko elokuvan viidakkokirja, mutta kuka on kirjoittanut alkuperäisen kirjan joka kantaa samaa nimeä?",(Joseph) Rudyard Kipling
"Ketkä kaksi henkilöä ovat ainoat, jotka ovat voittaneet oscar-palkinnon postuumisti?","Heath Ledger (Dark Knight 2008), Peter Finch (Network 1976)"
Mitä nimitystä käytetään eurooppalaisesta avaruuslentäjästä?,Spationautti
Minkä tutun alkoholijuoman Alko lanseerasi vuonna 1932 silloisella nimellä “Viinake”?,Gambina
"Mikä on Maan merkittävin kasvihuonekaasu, joka aiheuttaa noin 36-70 % kasvihuoneilmiöstä?",Vesihöyry
Oscar-palkinnolla palkitaan elokuva-alan toimijoita ja Emmy-palkinnolla televisioalan. Minkä alan palkinto on Tony?,Teatterialan
"Tehotytöt, alkuperäiseltä nimeltään The Powerpuff Girls, on lasten piirrossarja, joka kertoo kolmesta erittäin voimakkaasta pikkutytöstä. Luettele näiden kolmen pikkutytön suomenkieliset nimet.","Papu, Pipa, Poppana"
"Mistä kirjasta tunnettu lainaus ""tarjous, josta ei voi kieltäytyä"" on alun perin lähtöisin?",Kummisetä
"Mikä monikansallinen yritys omistaa tunnetut suomalaiset tuotemerkit Arabia, Hackman ja Iittala?",Fiskars Oyj Abp
"Jackie ja Mack Robinson tunnetaan eräinä urheiluhistorian parhaimpina veljespareina, tosin veljeksen eivät kilpailleet samassa lajissa, vaan kumpikin oli parhaimmistoa omassa lajissaan. Mitkä olivat nämä urheilulajit, joista kumpikin tunnetaan.","Jackie: baseball, mack: pikamatkat (100m juoksu)"
"mainitse molemmat urheiilijat, heidän pelinumerot ja pelaamansa liigat, jotka ovat ainoat urheilijat, joiden numerot on jäädytetty jossain pohjois-amerikan big4 liigoissa koko liigan laajuisesti. ","wayne gretzky, 99, NHL; Jackie Robinson, 42, MLB"
Mihin suurempaan tähtikuvioon Otava sisältyy?,Iso Karhu (Ursa Major)
Kuka piirroshahmo tunnetaan lausahduksesta “Yabba-dabba-doo”?,Retu Kivinen (Fred Flintstone)
"Minkä niminen on Eminemin viime kuun lopulla julkaisema albumi, joka on hänen kymmenes studioalbumi?",Kamikaze
Mitkä olivat Romeon ja Julian sukunimet William Sahkespearen samannimisessä tragedianäytelmässä?,Montague (Romeo) ja Capulet (Julia)
Mikä on Swazimaan uusi virallinen nimi kuningas Mswatin III:n muutettua sen viime huhtikuussa?,eSwatini
Missä maassa ajettiin F1-sarjan ensimmäinen virallinen osakilpailu?,Isossa-Britanniassa
Mikä on ensimmäisen ja myös tunnetuimman Spider-Manin eli hämähäkkimiehen oikea nimi?,Peter Parker
Mitä thalassofobiasta kärsivä ihminen pelkää?,Merta
Kuinka monta Yhdysvaltain presidenttiä on joutunut virassa ollessaan salamurhatuksi?,4
Kenen naispuolisen pop-artistin nänni vilahti suorassa lähetyksessä vuoden 2004 Superbowlin väliaikashow'n lopussa,Janet Jackson
Jeff Bezos julistettiin Forbes-lehden toimesta maailman rikkaimmaksi mieheksi kuluvan viime helmikuussa. Minkä yhtiön toimitusjohtaja Bezos on?,Amazon
Hjallis Harkimo kertoi eroavansa kokoomuksesta 19. huhtikuuta. Minkä nimisen poliittisen liikkeen hän perusti mm. Tuomas Enbusken ja Mikael Jungnerin kanssa muutama päivä eron jälkeen?,Liike Nyt
"Mikä oli ensimmäinen 1 miljardi katsomiskertaa saavuttanut video youtubessa, joka on tehty ennen youtuben syntyä?",Guns n'Roses - November Rain
"Kuka seuraavista skeittaajista kantaa lempinimeä ""Godfather of street skateboarding"" A)Rob Dyrdek B)Tony Hawk C)Eric Koston D)Rodney Mullen",D
Mitä modisti tekee työkseen?,Hattuja
Mikä suomalainen teos äänestettiin 2004 suomessa kaikkien aikojen suosituimmaksi lastenkirjaksi?,Mestaritontun seikkailut
Minä vuonna viimeisen kerran pystyi ostamaan kahden tähden jaloviinaa alkoista?,2012
"Mikä on ainoa viina, jota suomen valtio on jakanut ilmaiseksi kansalaisille?",Jaloviina
Mistä maasta energiajuoma redbull on kotoisin?,Itävalta
"Kun tehdään lettiä kolmesta säikeestä ja reunimmainen säie viedään aina toisen yli, kutsutaan lettiä ranskalaiseksi letiksi, miksi kutsutaan lettiä, kun säie viedään toisen alitse?",Hollantilainen letti
Kenen nimi on mainittu eniten Oscar-palkintojen kiitospuheissa?,Steven Spielberg (42 kertaa) Lähde: Vocativ
Luettele kaikki Jupiterin neljä Galilein kuuta.,"Ganymede, Kallisto, Europa ja Io"
"Pergamenttia käytettiin aikoinaan laajasti kirjoitusalustana, mutta mistä se valmistettiin?","Eläinten nahasta (yleensä lammas, vuohi tai vasikka)"
"Mikä on maailman arvokkain yritys, jonka osakkeiden kokonaisarvo hiljattain rikkoi biljoonan Yhdysvaltain dollarin haamurajan?",Apple
Mikä oli alunperin Lucius Malfoyn kotitontun nimi Harry Potter -sarjassa?,Dobby
Mikä on Euroopan Unionin väkirikkain kaupunki? (Ei sisällä suurkaupunkialuetta),Lontoo
Mikä aakkonen on morsen aakkosissa -?,t
Mitkä maut löytyvät Metropolitan-jäätelöstä?,"Vanilja, suklaa ja mansikka"
Millä nimellä radiokanava YleX tunnettiin ennen?,Radiomafia
Mitä oppiainetta Professori Kalkaros/Snape opetti pääasiallisesti Tylypahkassa?,Taikajuomia
Moni suomalainen julkisuuden henkilö on viimevuosina julkaissut omaelämäkerran ja yksi näistä henkilöistä on kimi räikkönen. Tänä vuonna Suzukan GP:n alla kimiltä tuli ulos toinenkin kirja. Minkälainen kirja oli kyseessä?,Haiku-kirja/runokirja
pewdiepie on pitkään tunnettu youtuben tilatuimpana kanavana. Mikä youtube kanava kuitenkin on lähipäivinä ohittamassa pewdiepien tilaajamäärässä?,T-series
Mistä sanoista tulevat edesmenneen legendaarisen räppärin Notorious B.I.G.:n nimessä esiintyvä lyhenne B.I.G.?,Business Instead of Game ja kuolemansa jälkeen Books Instead of Guns
"Pojun biisissä Kruunalla kotiin lauletaan Esson baarista. Baaritoiminta ei kuintenkaan ollut Esson pääasiallinen toimiala, vaan mikä Esso oikeasti oli?",Huoltoasema
"Mistä tulee nimitys ""allit"", mikä tarkoittaa etenkin naisilla iän myötä esiintyviä roikkuvia käsivarisen ojentajalihaksia?","Allina ""Alli"" Paasikiveltä, juho kusti paasikiven vaimo"
Montako leipää on kivellä heitetty maailman ennätys leipienheitossa?,88
Kuinka moni entinen Suomen presidentti oli virassaan alle yhden kauden verran?,"3 (Kallio, Ryti ja Mannerheim)"
Minkä eläinluokkaan kasuaarit kuuluvat?,Lintuihin
Minkä niminen on äskettäin ensi-iltansa saanut Freddie Mercurysta kertova elokuva,Bohemian Rhapsody
Kuka suomalainen voitti viikonloppuna Starcraft 2:n maailmanmestaruuden?,Joona Sotala (nick on Serral)
Mikä nykyinen valtio antoi ensimmäisenä naisille äänioikeuden?,Uusi-Seelanti
Kuka saksalainen muusikko esiintyi TTY:llä sähköpäivillä 1.11. bommarissa?,Master Blaster
"NHL järjestää tällä kaudella muutaman ottelun eruroopassa osana global series projektia ja kaksi ottelua pelattiin Helsingissä, mitkä kaksi nhl-joukkuetta kohtasivat näissä otteluissa?","Florida Panthers, Winnipeg Jets"
Mitä david pitää kädessään Michelangelon david-veistoksessa?,linko
Mikä on Suomen pisin kaupunki nimeltään?,Kristiinankaupunki
Mistä kahdesta alkuaineesta maapallon ydin pääosin koostuu?,Rauta ja nikkeli
"Miksi kutsutaan Aurinkokunnan kaukaisinta osaa, joka sijaitsee Pluton tuolla puolen?",Kuiperin vyöhykkeeksi
Kuinka monta suomalaista on voittanut Nobel-palkinnnon?,5
Mikä valittiin Suomen kansallisruoaksi kansanäänestyksessä vuonna 2016?,Ruisleipä
Mikä eläin on Narnia-kirjasarjasta tuttu Aslan?,Leijona
Mikä horoskooppimerkki on latinaksi Sagittarius?,Jousimies
Mille maalle kuuluu maailman pohjoisin tulivuori Erebus?,Norjalle
Minkä linnun näkemisestä ei sanonnan mukaan ole enää päivääkään kesään?,Pääskynen
"Kuka historiallinen henkilö tunnettiin nimellä ""Il Duce""?",Mussolini
Mikä titteli oli Suomen valtionpäämiehellä Venäjän vallan aikaan?,Kenraalikuvernööri
Minä ruokana kynsilaukka tunnetaan paremmin?,Valkosipuli
"Mikä on nimeltään kiitospäivän jälkeinen päivä, joka on tunnettu kauppjoen suurista alennusmyynneistä?",Black Friday/Musta Perjantai
Kuinka monta tähteä kuuluu Orionin vyöhön?,3
"Mihin yhtiöön liitetään usein lause ""Meidän äiti tekee teidän äitien ruoat""?",Saarioinen
Mikä oli shampanjasta tunnetun Dom Perignonin ammatti?,Munkki
Ketä pidetään ensimmäisen suomen kielisenä runoilijana ja kirjailijana?,Jaakko Juteini
Kenen suomalaiskirjailijan esikoiskokoelma oli Maaliskuun lauluja?,Eino Leino
Mikä ilmalaiva paloi ja tuhoutui 6. maaliskuuta 1937?,Hindenburg
Mikä on Virve Rostin taiteilijanimi?,Vicky
"Mitä japanilainen tarkoittaa huutaessaan ""banzai""?",Eläköön (kirjaimellisesti 10 000 vuotta)
Minkä värisellä liekillä vety palaa ilmassa?,Sinisellä
"Mikä sisäelin on vahingoittunut, jos ihminen kärsii sokeritaudista?",Haima
Mitä Pariisin tunnettua rakennusta alettiin rakentaa 1546?,Louvre
"Mikä sinulla on tavallista suurempi, jos sinulla on makrokefalia?",Pää
Kuka oli Ruotsin nykyisen kuninkaan (Kaarle XVI Kustaa) isä?,Prinssi Kustaa Adolf
Mikä pulmatehtävä esiintyi ensimmäisen kerran New York World - lehdessä 21. joulukuuta 1913?,Ristisana / ristikko
Mistä rakennuksesta tuli maailman korkein kun se valmistui 1889?,Eiffel torni
Missä ihmisruumiissa on kaarikäytävä?,Korvassa
Millä kielellä Suomi on Suobma?,Saameksi
Kuka esitti Michael Corleonea Kummisedässä?,Al Pacino
Mitä kirkkopyhää vietetään Johannes Kastajan syntymän johdosta?,Juhannusta
Montako kertaa olympialaiset on pidetty afrikassa?,Ei koskaan / 0
Kenellä Lumikin kääpiöistä oli jatkuva flunssa?,Nuhanenällä
Mitä huilusoitinta englantilaiset kutsuvat nimellä recorder?,Nokkahuilu
Millä kuuluisalla parilla on nimipäivä jouluaattona?,Aatami ja Eeva
Kuka oli Väinämöisen äiti?,Ilmatar
Mikä oli Finnairin nimi ennenkuin siitä tuli Finnair?,Aero
Millaisia vaatekappaleita ovat supikkaat?,Jalkineita
Minkä kansallisteoksemme julkaiseminen keskeytettiin murskaavan arvostelun takia?,Seitsemän veljestä
Ketä Beethoven nimitti kaikkien aikojen suurimmaksi säveltäjäksi?,Georg Friedrich Händeliä
Jurva sijaitsee Etelä-Pohjanmaalla ja on nykyisellään osa Kurikan kuntaa. Mistä pienteollisuustuotteista se on kuuluisa?,Huonekaluista
"Mitä eurooppalaista pääkaupunkia on kutsuttu tornien ja kattojensa takia ""kultaiseksi kaupungiksi""?",Prahaa
Minkä kirjan ilmestyttyä Väinö Linna saattoi lopettaa työnsä tehtaassa?,Tuntematon sotilas
Kenellä oli vuoteen 1995 asti yksinoikeus julkaista almanakkaa Suomessa?,Helsingin yliopisto
Minkä niminen oli oikeuden jumalatar roomalaisessa mytologiassa?,Justitia
Montako seepralajia on olemassa? (ei sukupuuttoon kuolleita),Kolme
Mikä on Suomen yleisin kadun-/tiennimi?,Rantatie
Mikä on ensimmäinen valtio aakkosjärjestyksessä? (Suomen kielellä),Afganistan
Millä nimellä animaatiosarja Peanuts tunnetaan Suomessa?,Tenavat
Missä maassa sijaitsee Euroopan korkein aktiivinen tulivuori Etna?,Italiassa
Miksi kutsuttiin Keski-Euroopan poliittisesti kahteen osaan jakavaa rajaa kylmän sodan aikana?,Rautaesirippu
Millä toisella nimellä Ison-Britannian lippu tunnetaan?,Union jack
Missä elokuvassa on keskiössä DMC DeLorean -mallinen auto?,Paluu tulevaisuuteen (Back to the Future)
Mikä on maailman vanhin käytössä oleva kansallislippu?,Tanskan lippu
Antarktis on jaettu kuuden valtion toimesta aluevaltuksiin tieteellisiä tutkimuksia varten. Millä valtiolla on pinta-alaltaan suurin valtaus Antarktiksella?,Australia
Missä maassa valittiin ensimmäinen naispuolinen pääministeri?,Sri Lanka (silloin Ceylon)
Mikä on Suomen kielen yleisin sana Wiktionaryn mukaan?,olla
Mistä kaupungista viimeisimmän SuperBowlin (pelattu 3.2.2019) voittanut Patriots on kotoisin?,Bostonista
Missä maakunnassa sijaitsee Piippola?,Pohjois-Pohjanmaa
Minkä puun hedelmiä Aatamia ja Eevaa oli kielletty syömästä Raamatun luomiskertomuksessa?,Hyvän- ja pahantiedon puu
"Miksi kutsutaan kirjallisuudessa esinettä tai asiaa, joka vaikuttaa aluksi täysin epäolennaiselta, mutta joka muuttuu tarinan edetessä merkittävään asemaan juonen kannalta?","Tshehovin ase (pyssy, pistooli)"
5.2. vietettiin kiinalaista uutta vuotta. Minkä eläimen vuosi alkoi kiinalaisen horoskoopin mukaan?,Sika
"Mihin legendaariseen elokuvahahmoon usein liitetään sana ""supercalifragilisticexpialidocious""",Maija Poppanen (Mary Poppins)
"Mainitse kaksi yliopistoa, jotka kuuluvat Ivy Leagueen.","Mitkä tahansa kaksi seuraavista: Brown University, Columbia University, Cornell University, Dartmouth College, Harvard University, University of Pennsylvania, Princeton University, Yale University"
Suomen vanhin edelleen ilmestyvä suomalainen sanomalehti on Åbo Underrättelser. Minä vuonna lehti ilmestyi ensimmäisen kerran?,1824
Minä vuonna Suomi osallistui ensimmäistä kertaa olympialaisiin?,1908
Mikä oli ensimmäinen suomen kielellä julkaistu kirja?,Abckiria (Abc-kirja)
"Facebook on maailman käytetyin sosiaalinen media 2,2 miljardilla kuukausittaisella käyttäjällään. Minä vuonna Facebook on julkaistu?",2004
Jalkapallon MM-kisoja on järjestetty vuodesta 1930 lähtien. Missä maassa järjestettiin ensimmäiset jalkapallon MM-kisat?,Uruguayssa
Minkä mediayhtiön alle kuuluvat mm. Aamulehti ja Iltalehti?,Alma (Media)
"Ainejärjestö on yleensä yliopiston tai korkeakoulun opiskelijakunnan piirissä toimiva yhdistys, jonka tarkoituksena on yhdistää saman oppiaineen tai alan opiskelijoita, ajaa näiden etuja ja järjestää toimintaa. Mikä on Suomen vanhin ainejärjestö?",Teologian ylioppilaiden tiedekuntayhdistys
"Mainitse kaksi valtiota, jotka sijaitsevat Kaspianmeren rannikolla.","Venäjä, Kazakhstan, Iran, Azerbaijan, Turkmenistan"
Montako markkaa Erottaja maksoi alunperin Monopolissa? (Suomalaisessa versiossa),8000mk
Mikä on Australian Kookossaarten suurin vientituote?,Kookospähkinät
"Minkä tutkinnon saa, kun valmistuu kauppaopistosta?",Merkonomi
Mitä kalavalmistetta käytetään janssoninkiusauksen valmistuksessa?,Anjovis
Mihin kuningaskuntaan Hamlet sijoittuu?,Tanskaan
Kuinka monta jäsentä kuului Sormuksen Ritareihin Taru Tormusten Herrasta-kirjassa?,9
Millä nimellä kutsutaan Australiassa eläviä villikoiria?,Dingo
Mitkä kaupungit ovat Afrikan Tähti -lautapelin aloitus- ja lopetuskaupungit?,"Kairo ja Tanger (Cairo, Tangiers)"
Mikä on Ruotsin kuningassuvun sukunimi?,Bernadotte
Minkä niminen kadonnut manner legendan mukaan sijaitsi Tyynellämerellä?,Mu
Kuka sävelsi Maamme-laulun?,Frederic Pacius
Mainitse kaikki neljä kilpauintityyliä.,"Vapaa-, selkä-, rinta- ja perhosuinti // Freestyle, backstroke, breaststroke, and butterfly swimming."
Mitkä ovat Viron kaksi suurinta saarta?,Hiidenmaa ja Saarenmaa
Mistä sanoista tulee lyhenne DVD?,Digital Versatile Disc
Missä Rauhallisuudenmeri sijaitsee?,Kuussa
Millainen ihminen on hyperbolinen?,Liioitteleva
Montako aaria on yhdessä hehtaarissa?,100
Missä Lähi-idän maassa sijaitsee Palmyran muinaiskaupunki,Syyriassa
Mistä kielestä ventti-korttipelin nimi on lähtöisin?,Ranskasta
Mikä suomalainen juoma tuli myyntiin Alkoon vuonna 1953?,Koskenkorva
Mitkä ovat luterilaisen kirkon kaksi sakramenttia eli pyhää toimitusta?,Kaste ja konfirmaatio
Mikä oli entisen Etelä-Suomen läänin pääkaupunki?,Hämeenlinna
Millä lyhyemmällä nimellä nimitetään naarasmetsoa?,Koppelo
Minkä eläimen pää on griippi-nimisellä taruolennolla?,Kotka
Minkä tuomion sai itsemurhan yrityksestä Viktoriaanisessa Lontoossa?,Kuolemantuomion
Millä nimellä Helsingin Yliopisto tunnettiin vuoteen 1827 asti?,(Keisarillinen) Turun Akatemia
Minkä kansainvälisen hyväntekeväisysjärjestön lyhenne on MSF?,Lääkärit ilman rajoja (Doctors without borders)
"HK:n sininen on kaikille tuttu ruokavalmiste, mutta mikä liha konserni valmistaa punaista lenkkiä?",Atria
Mikä joki virtaa Pietarin läpi?,Neva
Mistä viljakasvista valmistetaan graham-jauhoja?,Vehnästä
"Mitä tarkoittaa suomeksi vironkielinen sana ""pulmad""?",Häät
Ylellä alkoi tänä keväänä uusi animoitu Muumeista kertova sarja. Mikä on tämän sarjan virallinen nimi?,Muumilaakso
Missä tallissa Kimi Räikkönen kilpailee tällä kaudella?,Alfa romeo
"Suomessa nostettiin hiljattain lippu Haminan 100m korkeaan lipputankoon, joka on siis euroopan korkein liiputanko, muttei maailman esimerkiksi yhdysvalloissa on 120m korkea lipputanko. Mainitse yhdysvaltojen lisäksi maa, missä on Haminan lipputankoa korkeampi lipputanko.","Saudi-arabia (170m), Tajikistan (165m), Azerbaijan (162m), Pohjois-korea (160m), Turkmenistan (133m), Jordan (130m sekä 127m), Arabiemiraatit (123m), Pakistan (123m), Malaysia (100m)"
Mistä sanoista tietotekniikasta tuttu lyhenne BIOS tulee?,Basic Input-Output System
Millä nimellä kaatumatauti tunnetaan virallisesti lääketieteessä?,Epilepsia
Suomi pääsi ensimmäistä kertaa  ensimmäistä kertaa naisten jääkiekon MM-kisojen finaaliin ja hävisi siellä USA:lle. Minkä maan Suomi voitti välierissä matkalla finaaliin?,Kanada
Minä vuonna silloinen Yhteiskunnallinen korkeakoulu muutti nimensä Tampereen yliopistoksi?,1966
Millä eläimellä Jeesus ratsasti Jerusalemiin palmusunnuntaina Raamautun mukaan?,Aasilla
Millä nimellä kutsutaan palmusunnuntain jälkeistä maanantaita kutsutaan?,Malkamaanatai
Kuinka monta päivää on paastonaika ennen pääsiäistä?,40
Kenen suomalaisen jännityskirjailijan teoksia ovat Ruttokellot ja Karjalan lunnaat?,Ilkka Remes
Mikä meri on Saudi-Arabian ja Egyptin välissä?,Punainenmeri
Missä ihmisellä on hypotalamus?,Aivoissa
Mikä joki virtaa Kuusankosken läpi?,Kymijoki
Mikä kasvi oli Rentun Ruusu Irwinin samannimisessä laulussa?,Horsma
"Nebukadnessar oli yhden maailman vanhimman sivistysvaltion kuningas, mutta minkä?",Babylonia
Mikä sukupuolitauti tunnetaan myös nimellä syfilis?,Kuppa
Kuinka monta vuotta tuli kuluneeksi Urho Kekkosen syntymästä vuonna 2000?,100 vuotta
Kuka Tuntemattoman sotilaan henkilöistä väitti syövänsä rautaa ja paskantavansa kettinkiä?,Koskela
Millä nimellä asetyylisalisyylihappo rekisteröitiin vuonna 1899?,Aspirin
"Missä lajissa pelaajat yrittävät päästä mahdollisimman lähelle snadia? (Snadi on alunperin nimeltään cochonnet, jos tarvii kääntää)",Petankissa
Mitä antropofagi harrastaa?,Ihmissyöntiä
Mikä valtio lyötti ensimmäisenä olympiarahan nykyaikaisten olympialaisten kunniaksi,Suomi
Kesäisin syanobakteeri on paljon otsikoissa. Mikä on sen yleisempi nimi?,"Sinilevä (Blue-Green Algae, jos tarvii kääntää)"
Mistä maasta minestronekeitto on alunperin kotoisin?,Italiasta
Millä taiteilijanimellä Ilkka Sysimetsä tunnetaan paremmin?,Frederik
"Millä nimellä ""art nouveau"" -tyylisuunta tunnettiin Suomessa?",Jugend
"Missä kaupungissa kappaleen ""House of the Rising Sun"" nimikkotalo sijaitsee?",New Orleansissa
Misä televisiosarjassa keskeisiessä osassa on Southforkin tila?,Dallasissa
"Kuka oli ensimmäinen Rooman keisari, joka joutui salamurhatuksi?",Caligula
Kenet USA:n presidenteistä John Wilkes Booth salamurhasi?,Abraham Lincoln
Mikä kaupunki sijaitsee Sokeritoppavuoren juurella? (englanniksi Sugarloaf Mountain),Rio de Janeiro
Kuka F1-kuski saavutti ensimmäisen osakilpailuvoittonsa sunnuntaisessa (1.9.) Belgian GP:ssä?,Charles Leclerc
Kuka Suomen presidenteistä oli nuorin virkaan astuessaan?,Lauri Kristian Relander
Kuinka monta arkkiatria voi Suomessa olla samanaikaisesti?,Yksi
"Minkä maan kansallislaulussa on vanhimmat sanat? a) Ranska, b) USA, c) Japani, d) Suomi",c) Japani
"Mihin joukkuepeliin liittyvät termit catcher, pitcher ja short stop?",Baseballiin
Millainen syötävä vatruska on?,(Rahka)piiras
Mikä on sampaani?,Vene
Miten Kleopatra teki itsemurhan?,Myrkyllä
"Minkä kirjan mukaan ""herran pelko on viisauden alku""? (englanniksi ""fear of the lord is the beginning of wisdom"")",Raamatun
"Kenen luonnontieteilijän väitetään sanoneen ""eppur si muove"" eli ""se liikkuu sittenkin""? (""And yet it moves"")",Galileo Galilei
Pikku G esiintyy yliopiston avajaisviikolla Opiskelijoiden omissa bileissa. Mikä on Pikku G:n oikea nimi?,Henri Vähäkainu
